企业名称,法定代表人,联系电话,省份,城市,地址,邮箱,网址,经营范围,企业类型,注册资本（万元）,币种,成立日期,统一社会信用代码,所属行业,行业代码,是否有进出口贸易,组织机构代码,经营状态,股票代码,公司名称,英文名称,公司网址,上市市场,公司业务,港股股份数目,主席,主要持股人,董事,公司秘书,注册办事处,公司总部,股份过户登记处,核数师,主要往来银行,法律顾问,电邮地址,区县,参保人数,注册资本,统一信用代码,公司代码,上市板块,A股代码,A股简称,A股上市日期,A股总股本(万股),A股流通股本(万股),B股代码,B股简称,B股上市日期,B股总股本(万股),B股流通股本(万股),发行价格,主承销商,公司简介,主营业务
  广东新南都饲料科技有限公司,  梁江东,  020-61368878；020-61368851,  广东,  广州市,  广州市天河区五山镇大丰一街1号广东省农业科学院畜牧研究所A区1号,  newsouthland@126.com,  http://www.gdnewland.com,  饲料添加剂、添加剂预混合饲料、浓缩饲料、配合饲料的生产、销售；畜禽药物添加剂的销售；上述相关项目的技术转让、技术服务。,  有限责任公司(自然人投资或控股),  1077,  人民币,  2006-02-21,  91440000785759649R,  C 制造业,  1329,  ,  78575964-9,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  广东昕昊实业有限公司,  鲁昊,  —,  广东,  肇庆市,  四会市江谷镇精细化工工业园A0201-3室(仅作办公场所使用),  99083104@qq.com,  ,  研发、生产、销售：饲料防霉剂、抗氧化剂。(依法须经批准的项目，经相关部门批准后方可开展经营活动),  有限责任公司(自然人投资或控股),  1000,  人民币,  2017-08-17,  91441284MA4X0RG69K,  C 制造业,  1329,  ,  MA4X0RG6-9,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  广东有机宝生物科技股份有限公司,  邓晓华,  020-38859025,  广东,  清远市,  英德市东华镇清远华侨工业园精细化工基地金南三路1号,  1164096323@qq.com; tanke@tanke.com.cn,  http://www.tanke.com.cn,  饲料加工；饲料生产（具体产品品种以饲料生产许可证载明为准）；水产饲料制造；饲料添加剂、添加剂预混合饲料生产；饲料批发；饲料添加剂批发；饲料零售；饲料添加剂零售；生物技术推广服务；生物技术开发服务；生物技术咨询、交流服务；生物技术转让服务。,  其他股份有限公司(非上市),  1000,  人民币,  2011-09-23,  914418815829616444,  C 制造业,  1329,  ,  58296164-4,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  广东湘大骆驼饲料有限公司,  周永红,  0752-6573595,  广东,  惠州市,  博罗县石湾镇永石大道滘吓段东侧,  632812407@qq.com; 582709069@qq.com; 2081844471@qq.com; 117339903@qq.com,  ,  生产、销售：饲料、饲料添加剂、兽药、熟食制品；收购：农副产品、粮食及副产品。,  其他有限责任公司,  1000,  人民币,  2010-04-12,  91441322553621544F,  C 制造业,  1329,  ,  55362154-4,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  广东英维饲料有限公司,  谭德明,  020-84925026；020-84925033；020-84925022；020-84877716,  广东,  广州市,  广州市南沙区榄核镇甘岗路磨碟头街21号,  280401438@qq.com; inwe@21cn.com; 5387174@qq.com,  www.gdyw.com.cn,  饲料添加剂、添加剂预混合饲料生产;饲料加工;水产饲料制造;货物进出口（专营专控商品除外）;进出口商品检验鉴定,  其他有限责任公司,  3262.5,  人民币,  1989-10-31,  9144011561740059X7,  C 制造业,  1329,  ,  61740059-X,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  广东银海水产饲料有限公司,  何利,  0759-7905003；0759-7905005,  广东,  湛江市,  岭北镇207国道与省道交叉处,  3197396080@qq.com; 319739680@qq.com,  123taobao.com,  生产、销售（含网上销售）：水产养殖饲料、禽畜料；生产、销售：混凝土；销售：水产养殖设备；开发、引进、推广水产养殖技术及咨询服务；收购、加工、销售（含网上销售）：农副产品、水产品及下脚料。(依法须经批准的项目，经相关部门批准后方可开展经营活动),  有限责任公司(自然人投资或控股),  1000,  人民币,  2002-03-07,  91440823736178282R,  C 制造业,  1329,  ,  73617828-2,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  德州派得宠物食品有限公司,  施瑶,  —,  山东,  德州市,  山东省德州市经济技术开发区宋官屯街道办事处高速东二路东侧江口生物公司南邻(山东翔宇太阳能科技有限公司院内3号车间),  470571311@qq.com; zhoulihong27@sina.com,  ,  宠物食品的生产、销售；宠物食品、宠物用品领域内的技术开发、技术转让、技术咨询、技术服务；宠物用品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,  有限责任公司(自然人投资或控股),  100,  人民币,  2018-11-06,  91371400MA3NH8DW2E,  C 制造业,  1321,  ,  MA3NH8DW-2,  在业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  成都双胞胎饲料有限公司,  陈衍明,  028-82555196,  四川,  成都市,  四川省成都市新津县川浙合作工业园,  laixq@sbtjt.com; zhaomy@sbtjt.com; lubq@sbtjt.com,  http://www.sbtjt.com,  猪、鸡、鸭、鱼、奶牛用饲料的研究、生产、销售自产产品及技术咨询与服务；批发零售：兽药、兽用医疗器械。（以上经营范围不含国家法律法规限制或禁止的项目，涉及国家规定实施准入特别管理措施的除外，涉及许可的凭相关许可证方可开展经营活动）。,  有限责任公司(台港澳与境内合资),  1800,  人民币,  2006-07-11,  915101007854114073,  C 制造业,  1329,  是,  78541140-7,  存续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  成都唐人神湘大骆驼饲料有限公司,  周永红,  028-85726088；028-85726198,  四川,  成都市,  中国(四川)自由贸易试验区四川省成都市双流区西南航空港经济开发区西航港大道中四段518号,  674048279@qq.com; yspingan@sohu.com,  http://www.trsgroup.com.cn,  饲料、饲料添加剂、兽药、畜禽熟食制品的生产、销售；养殖畜禽种苗。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,  有限责任公司(外商投资企业法人独资),  1120,  人民币,  2006-07-04,  91510122790024655F,  C 制造业,  1329,  ,  79002465-5,  存续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  杭州俞盈饲料有限公司,  沈伟刚,  0571-85230792,  浙江,  杭州市,  杭州市江干区丁桥镇同协路28号1-13楼324室,  hzyysl123@126.com; hzyysl123@163.com,  ,  服务：饲料研发；批发、零售：饲料，初级食用农产品（除食品）；货物进出口（国家法律、行政法规规定禁止经营的项目除外，法律、行政法规规定限制经营的项目取得许可证后方可经营）；其他无需报经审批的一切合法项目。,  有限责任公司(自然人投资或控股),  1000,  人民币,  2016-09-29,  91330104MA27YQCMXX,  C 制造业,  1329,  ,  MA27YQCM-X,  存续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  杭州正平生物技术有限公司,  田崇贤,  0571-57182777；0571-86700187,  浙江,  杭州市,  杭州萧山经济技术开发区钱农一路8号,  363654582@qq.com,  http://www.zpbio.com,  研发、生产、销售：添加剂预混合饲料;动物营养生物技术研发；批发、零售：饲料及原料**,  有限责任公司(自然人投资或控股),  2000,  人民币,  2000-01-05,  91330109720051121P,  C 制造业,  1329,  ,  72005112-1,  存续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  江苏乐普生物技术有限公司,  周华,  0511-85613666,  江苏,  镇江市,  镇江市丹徒区高资街道正东村高资茶叶实验场东场,  ,  www.lpswjs.com,  添加剂预混合饲料、饲料添加剂生产；环境清洁剂的销售；兽药销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,  有限责任公司(自然人投资或控股),  1000,  人民币,  2015-12-14,  91321100MA1MCRL28Y,  C 制造业,  1329,  ,  MA1MCRL2-8,  存续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  江苏明辉饲料有限公司,  马明辉,  0515-88495896,  江苏,  盐城市,  盐城市盐都区盐龙街道龙乘路10号(D),  449065774@qq.com; 88495896@qq.com; jsmh2013@163.com; 737573083@qq.com,  www.mhfeed.nrt,  配合饲料（水产）生产，饲料销售，饲料原料销售，水产品养殖、销售，水产养殖技术的咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,  有限责任公司(自然人投资或控股),  2350,  人民币,  2007-04-12,  91320903660096765Q,  C 制造业,  1329,  ,  66009676-5,  存续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  江苏牧迪饲料有限公司,  孙明珠,  —,  江苏,  宿迁市,  泗洪县半城镇330省道西侧(工业集中区),  13917925308@qq.com,  ,  生产、销售：饲料；销售：饲料添加剂、兽用药物饲料添加剂；生物技术领域的技术开发、技术咨询、技术服务、技术转让；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,  有限责任公司(自然人投资或控股),  1150,  人民币,  2017-06-12,  91321324MA1P6DR95C,  C 制造业,  1329,  ,  MA1P6DR9-5,  存续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  江苏科盛富邦饲料有限公司,  周卫国,  0518-82250108；0518-86084029,  江苏,  连云港市,  连云港市连云区板桥工业园云港路,  jianbing_xia@163.com; our0517@126.com,  ,  配合饲料生产、技术研发、销售；农产品销售；农业新产品开发、种植；水产养殖。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,  有限责任公司(自然人投资或控股),  3000,  人民币,  2011-06-24,  913207005767438357,  C 制造业,  1329,  ,  57674383-5,  存续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  江西省万事发饲料有限公司,  舒正英,  —,  江西,  南昌市,  江西省南昌市南昌县迎宾中大道,  82852392@qq.com; 8252392@qq.com,  ,  饲料加工、销售;粮食收购、仓储；国内贸易（涉及许可证的凭有效许可证经营，国家有专项规定的除外）。,  有限责任公司(自然人投资或控股),  1200,  人民币,  2005-09-22,  91360121778839771H,  C 制造业,  1329,  ,  77883977-1,  存续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  江西省伟梦饲料有限公司,  李春萍,  0791-85810321,  江西,  南昌市,  江西省南昌市南昌县莲塘镇莲谢路,  906409042@qq.com,  ,  饲料生产、饲料原料及添加剂销售。,  有限责任公司(自然人投资或控股),  3318,  人民币,  1995-05-04,  91360121158643348C,  C 制造业,  1329,  ,  15864334-8,  存续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  中国人寿保险股份有限公司,  王滨,  010-63633333,  北京,  北京市,  北京市西城区金融大街16号,  ,  www.e-chinalife.com,"  人寿保险、健康保险、意外伤害保险等各类人身保险业务;人身保险的再保险业务;国家法律、法规允许或国务院批准的资金运用业务;各类人身保险服务、咨询和代理业务;证券投资基金销售业务;国家保险监督管理部门批准的其他业务。(企业依法自主选择经营项目,开展经营活动;;。)",  股份有限公司(上市、国有控股),  2826470.5,  人民币,  2003-06-30,  9110000071092841XX,  J 金融业,  6811,  ,  71092841-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  中国人寿财产保险股份有限公司,  刘安林,  010-66190000,  北京,  北京市,  北京市西城区金融大街17号中国人寿中心15-16层,  ,  http://www.chinalife-p.com.cn/,"  财产损失保险;责任保险;信用保险和保证保险;短期健康保险和意外伤害保险;上述业务的再保险业务;国家法律、法规允许的保险资金运用业务;经中国保监会批准的其他业务。(无)(企业依法自主选择经营项目,开展经营活动;;。)",  股份有限公司(非上市、国有控股),  1880000,  人民币,  2006-12-30,  9110000071093449X1,  J 金融业,  6820,  ,  71093449-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  中国人民人寿保险股份有限公司,  缪建民,  010-56906621,  北京,  北京市,  北京市朝阳区朝阳门北大街18号中国人保寿险大厦27层2711室,  Hq_GeneralAffairs@picclife.cn,  www.e-picclife.com,"  在北京市行政辖区内及已设立分公司的省、自治区、直辖市内经营下列业务):(一)人寿保险、健康保险和意外伤害保险等保险业务;(二)上述业务的再保险业务;(三)在中国保险监督管理委员会批准的范围内,代理中国人民财产保险股份有限公司和中国人民健康保险股份有限公司的保险业务。(。)",  其他股份有限公司(非上市),  2576110.4669,  人民币,  2005-11-10,  911100007109337022,  J 金融业,  6811,  ,  71093370-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  中国人民人寿保险股份有限公司重庆市陈家桥营销服务部,  谢小梅,  023-61529605；023-61529608,  重庆,  重庆市,  重庆市沙坪坝区大学城北路50号附271、272号,  lihong02@picclife.cn,  http://www.picclife.com,  人寿保险、健康保险和意外伤害保险等保险业务)。『依法禁止经营的不得经营;依法应经许可审批而未获许可批准前不得经营』★★,  股份有限公司(中外合资、未上市)分公司,  2576110.4669,  人民币,  2014-11-11,  91500000322316825H,  J 金融业,  6811,  ,  32231682-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  中国人民保险集团股份有限公司,  缪建民,  010-69998888；010-69008888；010-62616611,  北京,  北京市,  北京市西城区西长安街88号1至13层,  picc_group@picc.com.cn,  www.picc.com,"  一)投资并持有上市公司、保险机构和其他金融机构的股份;(二)监督管理控股投资企业的各种国内、国际业务;(三)国家授权或委托的政策性保险业务;(四)经中国保监会和国家有关部门批准的其他业务。(企业依法自主选择经营项目,开展经营活动;;。",  股份有限公司(上市、国有控股),  4422399.0583,  人民币,  1996-08-22,  911000001000237368,  J 金融业,  6870,  ,  10002373-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
